,mandates, CREDIT
86,100430676870,13000.0
87,100430677817,10400.0
88,100430698216,9100.0
89,100430783827,3900.0
90,100431510893,28600.0
91,100431772724,20800.0
92,100431772757,31200.0
93,100431774186,28600.0
94,100431796536,7800.0
95,100432052479,18200.0
96,100432098665,18200.0
97,100432424267,6650.0
98,100432561481,37240.0
99,100433758014,17290.0
100,100433766660,23940.0
101,100434043666,13300.0
102,100434260829,23940.0
103,100434331855,26600.0
104,100434601748,5320.0
105,100436979535,13300.0
106,100437719810,23940.0
107,100437722073,26600.0
108,100437851324,18620.0
109,100437895040,29260.0
110,100438005293,6650.0
111,100438272724,21280.0
112,100438306922,29260.0
113,100438318067,11970.0
114,100438375307,50540.0
115,100439025148,3990.0
116,100439118425,22610.0
117,100439310975,25270.0
118,100439429012,113050.0
119,100439430176,22610.0
120,100439494045,11970.0
121,100439502597,5320.0
122,100439754340,5320.0
123,100440087772,41230.0
124,100440197921,5320.0
125,100440217448,19950.0
126,100440409881,3990.0
127,100440578322,14630.0
128,100440684841,19950.0
129,100440725714,17290.0
130,100441222892,75810.0
131,100441331754,6650.0
132,100441424461,13300.0
133,100441559563,23940.0
134,100441644745,9310.0
135,100441667807,7980.0
136,100441731851,5320.0
137,100441731950,7980.0
138,100441746211,5320.0
139,100441887003,17290.0
140,100441905262,11970.0
141,100442015778,6650.0
142,100442044714,3990.0
143,100442058249,6650.0
144,100442077281,7980.0
145,100442135752,7980.0
146,100442197028,14630.0
147,100442197702,9310.0
148,100442233069,7980.0
149,100442264777,7980.0
150,100442342822,15960.0
151,100442374276,59850.0
152,100442642401,5320.0
153,100443015904,6650.0
154,100443090347,10640.0
155,100443206569,49210.0
156,100443232224,9310.0
157,100443240097,29260.0
158,100443240634,9310.0
159,100443257337,9310.0
160,100443257931,14630.0
161,100443279136,7980.0
162,100443279508,6650.0
163,100443359802,18620.0
164,100443426062,11970.0
165,100443426726,19950.0
166,100443427325,9310.0
167,100443453159,7980.0
168,100443462371,9310.0
169,100443490661,10640.0
170,100443613742,17290.0
171,100443662662,25270.0
172,100444135401,25270.0
173,100444135420,39900.0
174,100444172587,10640.0
175,100444350891,7453.16
176,100444386705,11970.0
177,100444413855,11970.0
178,100444451277,31920.0
179,100444454172,13300.0
180,100444454266,5320.0
181,100444564613,17290.0
182,100444564745,15960.0
183,100444573655,8758.83
184,100444924601,9310.0
185,100444932502,17290.0
186,100445067839,19950.0
187,100445085796,22610.0
188,100445093744,5320.0
189,100445224293,1662.09
190,100445248109,23940.0
191,100445257882,9310.0
192,100445291683,23940.0
193,100445364896,5320.0
194,100445409767,14630.0
195,100445433159,17290.0
196,100445506952,13300.0
197,100445509352,3990.0
198,100445574941,13300.0
199,100445634619,21280.0
200,100445690752,6650.0
201,100445698116,7980.0
202,100445718614,7980.0
203,100445805178,5320.0
204,100445807417,58520.0
205,100445809157,14630.0
206,100445819260,7980.0
207,100445829320,6650.0
208,100445853904,14630.0
209,100446044291,3990.0
210,100446270849,10640.0
211,100446335266,18620.0
212,100446451289,11970.0
213,100446513287,8724.04
214,100446520457,38570.0
215,100446582186,18620.0
216,100446635321,5320.0
217,100446658850,7980.0
218,100446790265,33250.0
219,100446812347,3990.0
220,100446980595,7980.0
221,100447085365,6650.0
222,100447124890,17290.0
223,100447144529,11970.0
224,100447175281,11970.0
225,100447795120,7980.0
226,100447801574,3990.0
227,100447925720,15960.0
228,100448008903,21280.0
229,100448156856,5320.0
230,100448219241,6650.0
231,100448569215,13300.0
232,100449886989,18620.0
233,100450928103,19476.7
234,100450971766,31920.0
235,100451413457,3990.0
236,100452119841,29260.0
237,100452506078,14630.0
238,100452517835,9310.0
239,100452605196,14630.0
240,100452636541,15960.0
241,100452953925,13300.0
242,100453081465,15960.0
243,100453099012,9310.0
244,100453172267,13300.0
245,100453402904,1445.82
246,100453692116,3990.0
247,100453767625,11970.0
248,100453780622,6650.0
249,100453836030,7980.0
250,100453864240,3990.0
251,100454106790,3562.54
252,100454107153,7980.0
253,100454107940,26600.0
254,100454111918,5320.0
255,100454163808,13300.0
256,100454218231,4333.6
257,100454253757,7980.0
258,100454424108,59850.0
259,100454798799,6650.0
260,100455137592,5320.0
261,100455148901,15960.0
262,100455193309,5320.0
263,100455274678,9310.0
264,100455275970,7980.0
265,100455348580,7980.0
266,100455365409,14630.0
267,100455365782,11970.0
268,100455365819,6650.0
269,100455367658,10640.0
270,100455367738,10640.0
271,100455368182,7980.0
272,100455385643,7980.0
273,100455385780,6650.0
274,100455386529,11970.0
275,100455389617,11970.0
276,100455393412,7980.0
277,100455393596,10640.0
278,100455393841,11970.0
279,100455413189,14630.0
280,100455442945,3990.0
281,100455490719,7980.0
282,100455539018,5320.0
283,100455544109,19950.0
284,100455584529,9310.0
285,100455688150,7980.0
286,100455767067,6650.0
287,100455817208,7980.0
288,100455823539,13300.0
289,100455887017,21280.0
290,100455903833,18620.0
291,100456381719,6650.0
292,100456393034,3990.0
293,100456418237,30590.0
294,100456461867,55860.0
295,100456470174,7980.0
296,100456482049,31920.0
297,100456482092,13300.0
298,100456493533,25270.0
299,100456519566,17290.0
300,100456546555,18620.0
301,100456559661,31920.0
302,100456564851,5320.0
303,100456567213,43890.0
304,100456568038,21280.0
305,100456652372,15960.0
306,100456662291,11970.0
307,100456793701,6650.0
308,100456807642,11970.0
309,100456808514,17290.0
310,100456810475,3990.0
311,100456851932,10640.0
312,100456880208,17290.0
313,100457024847,34580.0
314,100457059078,6650.0
315,100457106433,6650.0
316,100457137043,11970.0
317,100457138052,5320.0
318,100457163843,14630.0
319,100457164338,13300.0
320,100457184421,14630.0
321,100457242341,15960.0
322,100457272192,3990.0
323,100457379635,14630.0
324,100457440044,3990.0
325,100457445616,7980.0
326,100457591170,6650.0
327,100457735003,38570.0
328,100457735036,5320.0
329,100457823660,10640.0
330,100457933512,19950.0
331,100458146503,3990.0
332,100458186810,9310.0
333,100458667606,17290.0
334,100459668600,6650.0
335,100459697498,5320.0
336,100459700718,13300.0
337,100459704245,9310.0
338,100459772220,17290.0
339,100459801920,3990.0
340,100459805013,19950.0
341,100459912027,6650.0
342,100459916011,3990.0
343,100460807228,3990.0
344,100461951173,26600.0
345,100463367556,7980.0
346,110399164265,37500.0
347,110399699963,62500.0
348,110399913205,12500.0
349,110400414984,1.0
350,110401556393,12500.0
351,110401597746,62500.0
352,110401598190,1551.82
353,110401622996,50000.0
354,110401979043,37500.0
355,110402095956,12500.0
356,110403189303,62500.0
357,110403348076,25000.0
358,110403465428,25000.0
359,110403947516,25000.0
360,110404035828,62500.0
361,110404337816,453.05
362,110404534812,12500.0
363,110405764849,12500.0
364,110405853398,25000.0
365,110405924857,12500.0
366,110406245169,12500.0
367,110407319692,3750.0
368,110407856682,10000.0
369,110407859280,37500.0
370,110408482955,15000.0
371,110408723083,5000.0
372,110408954083,32500.0
373,110409078370,28750.0
374,110409399615,18750.0
375,110409604574,15000.0
376,110409690331,3750.0
377,110410397564,10000.0
378,110410772482,7500.0
379,110411399623,8750.0
380,110411880584,28750.0
381,110412269376,11250.0
382,110412289138,21250.0
383,110412661849,32500.0
384,110412933586,10000.0
385,110413371599,30000.0
386,110413385092,5000.0
387,110413447047,13750.0
388,110414760588,18750.0
389,110414833226,16250.0
390,110414866165,7500.0
391,110415545842,32500.0
392,110417146455,12500.0
393,110417237342,90000.0
394,110417476276,6250.0
395,110417498645,3750.0
396,110417785552,35000.0
397,110417801986,12500.0
398,110417805932,10000.0
399,110417903980,8750.0
400,110417905149,23750.0
401,110418226917,18750.0
402,110418275738,27500.0
403,110418481074,13125.0
404,110418910866,32500.0
405,110420139287,23750.0
406,110420576249,6250.0
407,110420959733,8750.0
408,110420993157,71250.0
409,110421328480,137500.0
410,110421809059,21250.0
411,110422692685,12500.0
412,110423563828,13750.0
413,110423610863,13750.0
414,110423922402,7500.0
415,110423954737,13750.0
416,110424158385,70000.0
417,110424276124,30000.0
418,110424291370,21250.0
419,110424560824,7500.0
420,110424567019,13750.0
421,110424571686,27500.0
422,110424654460,15000.0
423,110428953860,39000.0
424,110429156319,22100.0
425,110429663204,19500.0
426,110429665608,22100.0
427,110429826055,23400.0
428,110430675475,3900.0
429,110430693295,31200.0
430,110431043467,11700.0
431,110431617880,12500.0
432,110431682074,26000.0
433,110431951491,14300.0
434,110432066919,32500.0
435,110432371684,6650.0
436,110432437190,37240.0
437,110433106896,37240.0
438,110433733203,9310.0
439,110434265846,3948.12
440,110434324313,11970.0
441,110434470856,6650.0
442,110435286866,22610.0
443,110435772918,9310.0
444,110437664714,15960.0
445,110437715803,10640.0
446,110437735542,21280.0
447,110437764563,15960.0
448,110437792622,9310.0
449,110438005793,9310.0
450,110438006349,14630.0
451,110438464361,6650.0
452,110438861676,18620.0
453,110438954152,9310.0
454,110438961303,11970.0
455,110439083737,27930.0
456,110439221687,6650.0
457,110439558820,7980.0
458,110440384268,6650.0
459,110440388186,18620.0
460,110440467249,5320.0
461,110440507293,26600.0
462,110440626168,31920.0
463,110440685370,17290.0
464,110440710398,19950.0
465,110440713962,19950.0
466,110440841417,9310.0
467,110441398325,31920.0
468,110441628604,5320.0
469,110441668341,6650.0
470,110441693171,3990.0
471,110441954154,5320.0
472,110441972582,11970.0
473,110442036069,13300.0
474,110442036371,6650.0
475,110442036385,15960.0
476,110442039751,7980.0
477,110442044837,18620.0
478,110442048331,5320.0
479,110442049651,13300.0
480,110442057392,3990.0
481,110442064378,15960.0
482,110442081957,33250.0
483,110442084277,3990.0
484,110442095624,7980.0
485,110442132259,7980.0
486,110442153949,33250.0
487,110442164995,3990.0
488,110442165264,10640.0
489,110442209734,5320.0
490,110442311963,6650.0
491,110442333154,19950.0
492,110442433436,11970.0
493,110442671719,10640.0
494,110442758901,49210.0
495,110442856157,21280.0
496,110443031589,9310.0
497,110443180838,6650.0
498,110443201869,10640.0
499,110443212349,3990.0
500,110443259068,9310.0
501,110443263372,10640.0
502,110443281578,9310.0
503,110443304424,4785.65
504,110443321683,7980.0
505,110443395075,22610.0
506,110443425845,10640.0
507,110443480224,23940.0
508,110443490930,15960.0
509,110443510344,15960.0
510,110443517722,5320.0
511,110443530295,19950.0
512,110443887030,3990.0
513,110444147560,9310.0
514,110444152434,14630.0
515,110444340402,7980.0
516,110444458161,18620.0
517,110444475575,6650.0
518,110444475815,18620.0
519,110444491132,6650.0
520,110444500594,7980.0
521,110444650178,25270.0
522,110444930122,21280.0
523,110444982700,9310.0
524,110444987989,22610.0
525,110445058779,13300.0
526,110445077872,10640.0
527,110445078744,5320.0
528,110445092844,11970.0
529,110445093339,54530.0
530,110445094348,7980.0
531,110445098577,22610.0
532,110445098662,23940.0
533,110445224482,9310.0
534,110445224854,5320.0
535,110445266783,21280.0
536,110445354968,5320.0
537,110445366344,23940.0
538,110445367683,19950.0
539,110445404459,199500.0
540,110445424179,9310.0
541,110445446402,4055.8
542,110445675629,19950.0
543,110445685096,3990.0
544,110445687608,11970.0
545,110445694029,10640.0
546,110445694680,33250.0
547,110445718596,22610.0
548,110445757267,7980.0
549,110445758295,5320.0
550,110445784435,15960.0
551,110445784572,6650.0
552,110445795900,7980.0
553,110445800949,2914.04
554,110445828321,7980.0
555,110445828646,3990.0
556,110445828712,9310.0
557,110445828745,5320.0
558,110445829165,7980.0
559,110445829325,5320.0
560,110445829523,26600.0
561,110445854937,14630.0
562,110445895103,27930.0
563,110445930074,27930.0
564,110445941671,13300.0
565,110446221798,47880.0
566,110446314448,13300.0
567,110446456273,30590.0
568,110446521773,3990.0
569,110446608573,26600.0
570,110446747102,7980.0
571,110446794160,11970.0
572,110446799105,19950.0
573,110446806304,14630.0
574,110446813663,7267.79
575,110446965072,6650.0
576,110446965604,10640.0
577,110447090777,5320.0
578,110447124937,6650.0
579,110447131872,10640.0
580,110447143832,14630.0
581,110447168375,25270.0
582,110447224791,11970.0
583,110447341752,10640.0
584,110447572224,6650.0
585,110447712677,14630.0
586,110447732901,14630.0
587,110447733420,3990.0
588,110447850094,3990.0
589,110447872901,15960.0
590,110447921435,9310.0
591,110447950748,13300.0
592,110447984003,17290.0
593,110448153844,9310.0
594,110448291831,3990.0
595,110448313461,7980.0
596,110448557114,17290.0
597,110448812732,3990.0
598,110448817701,3990.0
599,110449107827,5320.0
600,110449724211,11970.0
601,110449923507,3990.0
602,110450831229,3990.0
603,110450969641,6650.0
604,110451281443,5881.02
605,110451534803,3990.0
606,110451564729,5320.0
607,110452207367,6650.0
608,110452601392,19950.0
609,110452604282,22610.0
610,110452606592,14630.0
611,110452627165,41230.0
612,110452631756,29260.0
613,110452750198,7980.0
614,110452753352,18620.0
615,110453027695,21280.0
616,110453047127,14630.0
617,110453400948,14630.0
618,110453565717,6650.0
619,110453875060,10640.0
620,110454103462,19950.0
621,110454111966,6650.0
622,110454306445,6650.0
623,110454465302,11970.0
624,110454533626,13300.0
625,110454666555,86450.0
626,110454798399,14630.0
627,110454803251,13300.0
628,110455149543,596.94
629,110455188836,10640.0
630,110455366961,6650.0
631,110455378836,7980.0
632,110455398716,10640.0
633,110455440975,26600.0
634,110455443276,29260.0
635,110455474475,18620.0
636,110455508277,19950.0
637,110455628251,15960.0
638,110455665856,21280.0
639,110455691558,22610.0
640,110455737735,25270.0
641,110455763847,13300.0
642,110455815573,14630.0
643,110455817082,19950.0
644,110455817096,11970.0
645,110455818152,19950.0
646,110455830390,9310.0
647,110455855578,3990.0
648,110455855795,3990.0
649,110455859331,19950.0
650,110455863696,7980.0
651,110455867595,3990.0
652,110455883637,7980.0
653,110455906158,30590.0
654,110455907742,5320.0
655,110456389056,18620.0
656,110456389565,13300.0
657,110456418407,5320.0
658,110456481818,27930.0
659,110456522753,15960.0
660,110456554659,57190.0
661,110456660377,3990.0
662,110456668024,9310.0
663,110456683557,21280.0
664,110456730304,10640.0
665,110456782543,19950.0
666,110457129430,3990.0
667,110457276157,7980.0
668,110457281408,7980.0
669,110457285307,11970.0
670,110457297145,17290.0
671,110457355079,51870.0
672,110457360995,33250.0
673,110457419415,21280.0
674,110457440073,17290.0
675,110457442623,6650.0
676,110457445103,5320.0
677,110457445301,7980.0
678,110457455390,3990.0
679,110457526420,10640.0
680,110457558538,7980.0
681,110457668080,17290.0
682,110457701254,7980.0
683,110458124257,19950.0
684,110458142143,7980.0
685,110458440703,5320.0
686,110458517518,21280.0
687,110458667522,3990.0
688,110459242735,10640.0
689,110459658060,3990.0
690,110459911740,3990.0
691,110460340278,3990.0
692,110460431914,17290.0
693,110460481937,3990.0
694,110460527412,11970.0
695,110460596212,5320.0
696,110460803462,27930.0
697,110460922672,6650.0
698,110461307367,10640.0
699,110461642350,3990.0
700,110461740336,11970.0
701,110462222447,23940.0
702,110462485146,10640.0
703,110463008173,6650.0
704,120398664052,1.0
705,120399146615,62500.0
706,120399153366,25000.0
707,120399164256,25000.0
708,120399520675,25000.0
709,120401559764,37500.0
710,120401639266,37500.0
711,120401679573,12500.0
712,120401905279,37500.0
713,120401999008,62500.0
714,120402546662,62500.0
715,120402631957,12500.0
716,120402731476,37500.0
717,120402777247,12500.0
718,120402777426,25000.0
719,120403359961,37500.0
720,120404519162,37500.0
721,120404561387,62500.0
722,120404630338,12500.0
723,120404690596,12500.0
724,120405338278,6250.0
725,120407087961,25000.0
726,120407392391,3750.0
727,120408595566,16250.0
728,120408723432,7500.0
729,120408826430,6550.46
730,120408834760,17500.0
731,120409296118,32500.0
732,120409433375,18750.0
733,120410345293,3750.0
734,120411344688,12500.0
735,120411393278,6250.0
736,120411974385,68750.0
737,120412920990,30000.0
738,120414444816,90000.0
739,120415719833,37500.0
740,120415835272,100000.0
741,120415845167,12500.0
742,120416279951,8750.0
743,120416344471,22500.0
744,120416366378,6250.0
745,120416935666,11250.0
746,120417755292,8750.0
747,120417980587,8750.0
748,120418037597,3750.0
749,120418478307,16250.0
750,120418509870,110000.0
751,120418617596,31250.0
752,120418718091,17500.0
753,120418909590,4277.52
754,120419063482,12500.0
755,120419235167,7500.0
756,120419441228,6250.0
757,120419572827,22500.0
758,120419874518,48750.0
759,120420646832,13750.0
760,120420865594,6250.0
761,120421033493,26250.0
762,120422511497,10000.0
763,120422561859,7500.0
764,120422640814,5000.0
765,120422677708,13750.0
766,120422689805,7500.0
767,120423558870,12500.0
768,120423667845,16250.0
769,120423715686,25000.0
770,120423737122,17500.0
771,120423780752,10000.0
772,120424109258,8750.0
773,120424155368,13750.0
774,120424192144,18750.0
775,120424858071,37500.0
776,120429057975,24700.0
777,120429194251,14300.0
778,120430088990,14300.0
779,120430425892,44200.0
780,120430686832,35100.0
781,120430746195,7800.0
782,120430923348,16654.8
783,120430925286,13000.0
784,120430931188,71500.0
785,120431191364,6500.0
786,120431706773,169000.0
787,120431772824,5200.0
788,120431774371,15600.0
789,120431914475,22100.0
790,120432371439,18620.0
791,120432441574,3990.0
792,120432527803,3990.0
793,120432701294,7980.0
794,120433544528,9310.0
795,120433646720,6650.0
796,120434532077,19950.0
797,120437657375,29260.0
798,120437669076,30590.0
799,120437709690,21280.0
800,120437714451,29260.0
801,120437735670,18620.0
802,120437744900,13300.0
803,120437844235,37240.0
804,120437862385,13300.0
805,120437863304,14630.0
806,120437875104,10640.0
807,120437880186,23940.0
808,120438003474,53200.0
809,120438108466,13300.0
810,120438120864,47880.0
811,120438266795,41230.0
812,120438339508,13300.0
813,120439041446,15960.0
814,120439267440,15960.0
815,120439272597,6650.0
816,120439287315,7980.0
817,120439294127,10640.0
818,120439367067,13300.0
819,120439367072,18620.0
820,120439437107,11970.0
821,120439504696,14630.0
822,120439541905,13300.0
823,120439605068,17290.0
824,120440447153,5320.0
825,120440579351,13300.0
826,120440696915,25270.0
827,120441382829,3990.0
828,120441387676,13300.0
829,120441594096,22610.0
830,120441643619,31920.0
831,120441667686,6650.0
832,120441684577,9310.0
833,120441690432,126350.0
834,120441792727,7980.0
835,120441855668,9310.0
836,120442036079,7135.52
837,120442036197,6650.0
838,120442044324,3990.0
839,120442044593,10640.0
840,120442045451,3990.0
841,120442048930,5320.0
842,120442064798,5320.0
843,120442077239,38570.0
844,120442077908,9310.0
845,120442086314,10640.0
846,120442123458,5320.0
847,120442134372,5320.0
848,120442283574,15960.0
849,120442338519,6650.0
850,120442339038,39900.0
851,120442377902,6650.0
852,120442535911,15960.0
853,120442646216,10640.0
854,120442855771,38570.0
855,120442931440,10640.0
856,120442932656,26600.0
857,120442940152,7980.0
858,120443038261,9310.0
859,120443085163,5320.0
860,120443105868,14630.0
861,120443173391,7980.0
862,120443201488,3990.0
863,120443206848,6650.0
864,120443214853,7980.0
865,120443240951,10640.0
866,120443255283,6650.0
867,120443263179,3990.0
868,120443277826,7980.0
869,120443304387,7980.0
870,120443395537,9310.0
871,120443422593,14630.0
872,120443453179,6650.0
873,120443463809,18620.0
874,120443480168,31920.0
875,120443490638,9310.0
876,120443514861,7980.0
877,120443607577,5320.0
878,120443930430,7980.0
879,120443983621,21280.0
880,120444136213,3990.0
881,120444136251,9310.0
882,120444136430,3990.0
883,120444137401,3990.0
884,120444143176,9310.0
885,120444179170,67830.0
886,120444232912,9310.0
887,120444369735,17290.0
888,120444463629,15960.0
889,120444476504,23940.0
890,120444476740,3990.0
891,120444477235,23940.0
892,120444480252,6650.0
893,120444526405,3990.0
894,120444564826,13300.0
895,120444581166,14630.0
896,120444653573,3990.0
897,120444700819,9310.0
898,120444704445,29260.0
899,120445466990,5320.0
900,120445683663,3990.0
901,120445689721,6650.0
902,120445692163,2998.25
903,120445728826,7980.0
904,120445758333,11970.0
905,120445794251,10640.0
906,120445795750,17290.0
907,120445807244,17290.0
908,120445819096,7980.0
909,120445819275,25270.0
910,120445823159,10640.0
911,120445827647,5320.0
912,120445828680,3990.0
913,120445829104,15960.0
914,120445829302,11970.0
915,120445842539,13300.0
916,120445853189,13300.0
917,120445873470,14630.0
918,120445873842,18620.0
919,120446198265,26600.0
920,120446268376,3990.0
921,120446279191,5320.0
922,120446279351,6650.0
923,120446338181,6650.0
924,120446445850,6650.0
925,120446516852,27930.0
926,120446621985,29260.0
927,120446731192,35910.0
928,120446733431,14630.0
929,120446735920,11970.0
930,120446777806,10640.0
931,120446794900,15960.0
932,120446797017,9310.0
933,120446960777,5320.0
934,120446965925,6650.0
935,120447063982,58520.0
936,120447084442,11970.0
937,120447170963,13300.0
938,120447232904,7980.0
939,120447711956,3990.0
940,120447712239,10640.0
941,120447742528,9310.0
942,120447760409,10640.0
943,120447910649,30590.0
944,120448022472,10640.0
945,120448168723,3990.0
946,120448325539,13612.33
947,120448471314,3990.0
948,120448565671,13300.0
949,120448732137,18620.0
950,120448958225,23940.0
951,120449694002,50540.0
952,120450051006,19950.0
953,120450338238,14630.0
954,120450971729,14630.0
955,120450978250,21280.0
956,120451180982,26600.0
957,120451195950,73150.0
958,120451229667,6650.0
959,120451437223,14630.0
960,120452516304,22610.0
961,120452642623,6650.0
962,120452660853,30590.0
963,120452856341,13300.0
964,120453029609,11970.0
965,120453156862,3990.0
966,120453330729,17290.0
967,120453691815,5320.0
968,120453723675,10640.0
969,120453742805,10640.0
970,120453765175,9310.0
971,120453766047,7980.0
972,120453851088,6650.0
973,120453859145,13300.0
974,120454058790,18620.0
975,120454106357,13300.0
976,120454106569,11970.0
977,120454106951,7980.0
978,120454112481,9310.0
979,120454115917,14630.0
980,120454170348,14630.0
981,120454206187,9310.0
982,120454221866,6650.0
983,120454314813,4015.77
984,120454315681,9310.0
985,120454612902,11970.0
986,120455209698,9310.0
987,120455366947,14630.0
988,120455368668,13300.0
989,120455379167,11970.0
990,120455380482,6650.0
991,120455384423,17290.0
992,120455384814,6650.0
993,120455385446,9310.0
994,120455389307,7980.0
995,120455393663,37240.0
996,120455395582,9310.0
997,120455401899,17290.0
998,120455422986,10640.0
999,120455594609,9310.0
1000,120455596076,6650.0
1001,120455631796,6650.0
1002,120455715908,6650.0
1003,120455716413,5320.0
1004,120455745905,19950.0
1005,120455752439,18620.0
1006,120455756098,47880.0
1007,120455766083,13300.0
1008,120455773583,10640.0
1009,120455776280,17290.0
1010,120455817087,9310.0
1011,120455817129,15960.0
1012,120455818082,5320.0
1013,120455823762,5320.0
1014,120455843802,17290.0
1015,120455854904,9310.0
1016,120455870843,10640.0
1017,120455897036,5320.0
1018,120456384568,10640.0
1019,120456416772,3990.0
1020,120456427445,26600.0
1021,120456477633,5320.0
1022,120456546575,3990.0
1023,120456546603,6650.0
1024,120456553759,17290.0
1025,120456566728,7980.0
1026,120456575092,7980.0
1027,120456667690,9310.0
1028,120456773068,3990.0
1029,120456811089,13300.0
1030,120456865435,9310.0
1031,120456877546,17290.0
1032,120456983580,15960.0
1033,120456985536,10640.0
1034,120457061987,11970.0
1035,120457078624,3990.0
1036,120457137633,3990.0
1037,120457164259,7980.0
1038,120457164363,19950.0
1039,120457240965,10640.0
1040,120457271754,15960.0
1041,120457272249,27930.0
1042,120457378175,9310.0
1043,120457379740,10640.0
1044,120457431253,7980.0
1045,120457442925,11970.0
1046,120457461297,9310.0
1047,120457462188,11970.0
1048,120457468741,11970.0
1049,120457468755,18620.0
1050,120457564281,25270.0
1051,120457564573,5320.0
1052,120457661588,5320.0
1053,120457701344,10640.0
1054,120457858721,10640.0
1055,120457864637,18620.0
1056,120457906920,7980.0
1057,120458159068,6650.0
1058,120458288800,15960.0
1059,120458334326,6650.0
1060,120458680835,5320.0
1061,120458724212,5320.0
1062,120459700724,14630.0
1063,120459702940,13300.0
1064,120459714165,17290.0
1065,120459762260,10640.0
1066,120459800691,19950.0
1067,120459801228,5320.0
1068,120460925845,3990.0
1069,120461037941,6650.0
1070,120461950990,7980.0
1071,120461992551,7980.0
1072,120462209795,6650.0
1073,120462225149,6650.0
1074,120462978605,6650.0
1075,130398324044,1.0
1076,130401638314,12500.0
1077,130401679371,12500.0
1078,130401765887,12500.0
1079,130401788148,12500.0
1080,130401966876,12500.0
1081,130401999202,37500.0
1082,130401999570,62500.0
1083,130401999607,12500.0
1084,130402718692,25000.0
1085,130403288182,37500.0
1086,130404898101,25000.0
1087,130404922832,21250.0
1088,130404937621,12500.0
1089,130404986616,62500.0
1090,130405064025,62500.0
1091,130405636495,169.68
1092,130405780987,25000.0
1093,130407176359,12500.0
1094,130407348308,25000.0
1095,130407385334,21250.0
1096,130408732719,92500.0
1097,130408733460,25000.0
1098,130409825034,39211.85
1099,130410084984,43750.0
1100,130410819664,18750.0
1101,130411330899,6250.0
1102,130411590496,13750.0
1103,130412287244,20000.0
1104,130412391288,7500.0
1105,130412609466,57500.0
1106,130412643658,31250.0
1107,130413087178,13750.0
1108,130413454883,10000.0
1109,130413501988,6250.0
1110,130413598080,37500.0
1111,130415796285,62500.0
1112,130416109799,6250.0
1113,130417146809,16250.0
1114,130417149233,60000.0
1115,130417334947,18750.0
1116,130417419965,13750.0
1117,130417568187,6250.0
1118,130417665254,22500.0
1119,130417704854,6250.0
1120,130417817766,18750.0
1121,130418248114,37500.0
1122,130418275739,10000.0
1123,130418532951,11250.0
1124,130418535704,12500.0
1125,130418767765,25000.0
1126,130418774214,12500.0
1127,130418839300,16250.0
1128,130418929621,27500.0
1129,130418984740,12500.0
1130,130418987140,35000.0
1131,130418991613,22500.0
1132,130419588145,23750.0
1133,130419781732,20000.0
1134,130419809825,3750.0
1135,130419901094,26250.0
1136,130420496970,7500.0
1137,130422546416,15000.0
1138,130422619950,10000.0
1139,130422677775,26250.0
1140,130422694807,13750.0
1141,130422694812,12500.0
1142,130423756187,35000.0
1143,130423988012,15000.0
1144,130424326714,18750.0
1145,130424580248,16250.0
1146,130424583732,42500.0
1147,130424583925,23750.0
1148,130428941043,26000.0
1149,130428991212,13000.0
1150,130428995521,7800.0
1151,130429470980,3900.0
